date,home_team,away_team,home_form,away_form,form_diff,home_avg_scored,home_avg_conceded,away_avg_scored,away_avg_conceded,goal_diff,h2h,home_momentum,away_momentum,momentum_diff,home_elo,away_elo,elo_diff,home_elo_winrate,away_elo_winrate,home_star_elo,away_star_elo,star_elo_diff,home_age_score,away_age_score,home_conf_strength,away_conf_strength,conf_diff,home_attack,away_attack,attack_diff,home_defense,away_defense,defense_diff,home_mid,away_mid,is_neutral,weight,result
2018-05-27,Comoros,Seychelles,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-05-28,Malawi,Mauritius,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-05-28,Angola,Botswana,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-05-29,Madagascar,Seychelles,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-05-29,Comoros,Mozambique,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-05-30,Malawi,Botswana,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,-2.0,0.5,0.0,0.2,-0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-05-30,Angola,Mauritius,0.0,1.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.5,0.0,0.2,-0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-05-30,Estonia,Lithuania,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1
2018-05-31,Mozambique,Seychelles,0.5,0.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-05-31,Comoros,Madagascar,0.0,0.5,-0.5,0.5,2.0,1.5,1.0,-1.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-05-31,Ellan Vannin,Cascadia,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-05-31,Barawa,Tamil Eelam,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1
2018-05-31,Abkhazia,Tibet,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-05-31,Northern Cyprus,Kárpátalja,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-05-31,Székely Land,Tuvalu,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-05-31,Padania,Matabeleland,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-05-31,United Koreans in Japan,Western Armenia,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-05-31,Panjab,Kabylia,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-01,Botswana,Mauritius,0.5,0.5,0.0,1.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-01,Angola,Malawi,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-06-01,India,Taiwan,0.0,1.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.5,0.0,0.2,-0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1
2018-06-02,Zambia,Namibia,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-06-02,Lesotho,Eswatini,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-02,Latvia,Estonia,0.5,1.0,-0.5,1.0,1.0,2.0,0.0,-1.0,0.5,0.0,0.2,-0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1
2018-06-02,Kenya,New Zealand,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1500,1585,-85,0.5,0.4113636363636364,1500.0,2141.7000000000003,-641.7000000000003,0.5,0.4,0.7,0.5,0.19999999999999996,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-02,Ellan Vannin,Tamil Eelam,1.0,0.0,1.0,4.0,1.0,0.0,4.0,4.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-02,Barawa,Cascadia,1.0,0.0,1.0,4.0,0.0,1.0,4.0,3.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,-1
2018-06-02,Abkhazia,Kárpátalja,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-06-02,Northern Cyprus,Tibet,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-02,Székely Land,Matabeleland,1.0,0.0,1.0,4.0,0.0,1.0,6.0,3.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-02,Padania,Tuvalu,1.0,0.0,1.0,6.0,1.0,0.0,4.0,6.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-02,United Koreans in Japan,Kabylia,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-06-02,Panjab,Western Armenia,1.0,0.0,1.0,8.0,0.0,0.0,0.0,8.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-06-03,South Africa,Madagascar,0.5,0.6666666666666666,-0.16666666666666663,1.0,1.0,1.3333333333333333,0.6666666666666666,-0.33333333333333326,0.5,0.0,0.2,-0.2,1524,1500,24,0.44,0.5,2060.1666666666665,1500.0,560.1666666666665,0.5,0.5,0.75,0.7,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0
2018-06-03,Zimbabwe,Botswana,0.5,0.6666666666666666,-0.16666666666666663,1.0,1.0,3.0,0.6666666666666666,-2.0,0.5,0.0,0.2,-0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-06-03,Tamil Eelam,Cascadia,0.0,0.5,-0.5,0.0,3.0,1.5,2.5,-1.5,0.5,0.0,0.2,-0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-06-03,Barawa,Ellan Vannin,0.5,1.0,-0.5,2.5,1.0,3.0,0.5,-0.5,0.5,0.0,0.4,-0.4,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1
2018-06-03,Abkhazia,Northern Cyprus,0.5,0.5,0.0,1.5,1.0,2.0,1.0,-0.5,0.5,0.0,0.2,-0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-06-03,Kárpátalja,Tibet,0.5,0.0,0.5,1.5,0.5,0.5,3.0,1.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-03,Padania,Székely Land,1.0,1.0,0.0,7.0,0.5,4.5,0.0,2.5,0.5,0.4,0.4,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-03,Tuvalu,Matabeleland,0.0,0.0,0.0,0.0,6.0,0.5,5.5,-0.5,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-06-03,Panjab,United Koreans in Japan,0.5,0.0,0.5,4.0,0.5,0.0,0.0,4.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-06-03,Western Armenia,Kabylia,0.5,0.0,0.5,0.5,0.0,0.0,4.0,0.5,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-04,India,Kenya,0.5,1.0,-0.5,3.0,1.0,2.0,1.0,1.0,0.5,0.2,0.2,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1
2018-06-05,Lithuania,Latvia,0.0,1.0,-1.0,0.0,2.0,1.0,0.0,-1.0,0.5,0.0,0.2,-0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0
2018-06-05,Taiwan,New Zealand,0.5,0.0,0.5,0.5,2.5,1.0,2.0,-0.5,0.5,0.0,0.0,0.0,1500,1585,-85,0.5,0.4113636363636364,1500.0,2141.7000000000003,-641.7000000000003,0.5,0.4,0.7,0.5,0.19999999999999996,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-06-05,South Africa,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1524,1500,24,0.44,0.5,2060.1666666666665,1500.0,560.1666666666665,0.5,0.5,0.75,0.7,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1
2018-06-05,Eswatini,Botswana,0.0,0.5,-0.5,0.0,1.0,2.5,0.75,-2.5,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-06-05,Matabeleland,Kabylia,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,4.0,0.0,4.0,1.3333333333333333,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-06-05,Abkhazia,Tamil Eelam,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,4.0,1.6666666666666667,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-05,United Koreans in Japan,Tuvalu,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.0,0.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-05,Barawa,Northern Cyprus,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333335,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,-1
2018-06-05,Padania,Panjab,1.0,0.3333333333333333,0.6666666666666667,5.666666666666667,0.6666666666666666,3.0,0.6666666666666666,2.666666666666667,0.5,0.6,0.0,0.6,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-05,Kárpátalja,Cascadia,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,0.6666666666666666,3.0,1.6666666666666667,-0.3333333333333335,0.5,0.4,0.4,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-05,Western Armenia,Székely Land,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,0.0,3.3333333333333335,1.0,-1.6666666666666667,0.5,0.4,0.0,0.4,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-06-06,Zambia,Madagascar,0.0,0.5,-0.5,0.0,0.0,1.0,0.5,-1.0,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-06,Lesotho,Zimbabwe,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.2,0.0,0.2,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
2018-06-07,India,New Zealand,0.6666666666666666,0.5,0.16666666666666663,3.0,0.6666666666666666,1.0,1.0,2.0,0.5,0.4,0.2,0.2,1500,1585,-85,0.5,0.4113636363636364,1500.0,2141.7000000000003,-641.7000000000003,0.5,0.4,0.7,0.5,0.19999999999999996,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0,1.0,-1
2018-06-07,Tamil Eelam,Tuvalu,0.0,0.0,0.0,0.0,4.5,0.25,5.0,-0.25,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-07,Tibet,Kabylia,0.0,0.0,0.0,0.6666666666666666,3.6666666666666665,0.0,3.0,0.6666666666666666,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1
2018-06-07,Abkhazia,United Koreans in Japan,0.5,0.25,0.25,2.75,1.0,1.5,0.25,1.25,0.5,0.2,0.2,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-07,Barawa,Panjab,0.5,0.25,0.25,1.75,2.5,2.25,1.0,-0.5,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,-1
2018-06-07,Cascadia,Western Armenia,0.5,0.5,0.0,2.5,2.0,1.25,1.0,1.25,0.5,0.0,0.0,0.0,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
2018-06-07,Northern Cyprus,Padania,0.5,1.0,-0.5,3.5,1.0,4.75,0.5,-1.25,0.5,0.2,0.8,-0.6000000000000001,1500,1500,0,0.5,0.5,1500.0,1500.0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
